r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau         	 lambda     
1.20900900e+06 	 3.518333e+02 	 3.077198e+08 	 1.074246e+03 	 1.527144e+09 	 1.381838e+22 	 8.745581e+05 	 1.656334e+39 	 1.086747e+39 	 4.130277e+22 	 6.729353e+07 	 3.333333e-01
1.20940652e+06 	 3.546539e+02 	 3.074766e+08 	 1.064911e+03 	 1.524731e+09 	 1.373085e+22 	 8.669172e+05 	 1.654631e+39 	 1.085816e+39 	 4.104175e+22 	 6.679792e+07 	 3.333333e-01
1.20980586e+06 	 3.574959e+02 	 3.072333e+08 	 1.055656e+03 	 1.522319e+09 	 1.364375e+22 	 8.593446e+05 	 1.652925e+39 	 1.084885e+39 	 4.078198e+22 	 6.630612e+07 	 3.333333e-01
1.21020702e+06 	 3.603596e+02 	 3.069897e+08 	 1.046482e+03 	 1.519906e+09 	 1.355707e+22 	 8.518399e+05 	 1.651219e+39 	 1.083953e+39 	 4.052348e+22 	 6.581812e+07 	 3.333333e-01
1.21061002e+06 	 3.632451e+02 	 3.067460e+08 	 1.037388e+03 	 1.517494e+09 	 1.347081e+22 	 8.444023e+05 	 1.649510e+39 	 1.083020e+39 	 4.026622e+22 	 6.533388e+07 	 3.333333e-01
1.21101485e+06 	 3.661525e+02 	 3.065021e+08 	 1.028373e+03 	 1.515081e+09 	 1.338498e+22 	 8.370312e+05 	 1.647801e+39 	 1.082087e+39 	 4.001022e+22 	 6.485337e+07 	 3.333333e-01
1.21142153e+06 	 3.690821e+02 	 3.062580e+08 	 1.019436e+03 	 1.512669e+09 	 1.329956e+22 	 8.297261e+05 	 1.646090e+39 	 1.081153e+39 	 3.975546e+22 	 6.437656e+07 	 3.333333e-01
1.21183006e+06 	 3.720339e+02 	 3.060137e+08 	 1.010576e+03 	 1.510257e+09 	 1.321457e+22 	 8.224864e+05 	 1.644378e+39 	 1.080219e+39 	 3.950195e+22 	 6.390342e+07 	 3.333333e-01
1.21224042e+06 	 3.750081e+02 	 3.057693e+08 	 1.001794e+03 	 1.507846e+09 	 1.313000e+22 	 8.153114e+05 	 1.642664e+39 	 1.079284e+39 	 3.924968e+22 	 6.343391e+07 	 3.333333e-01
1.21265263e+06 	 3.780050e+02 	 3.055247e+08 	 9.930882e+02 	 1.505434e+09 	 1.304584e+22 	 8.082006e+05 	 1.640949e+39 	 1.078348e+39 	 3.899866e+22 	 6.296802e+07 	 3.333333e-01
1.21306665e+06 	 3.810246e+02 	 3.052800e+08 	 9.844580e+02 	 1.503023e+09 	 1.296211e+22 	 8.011533e+05 	 1.639233e+39 	 1.077412e+39 	 3.874888e+22 	 6.250571e+07 	 3.333333e-01
1.21348252e+06 	 3.840671e+02 	 3.050350e+08 	 9.759027e+02 	 1.500613e+09 	 1.287879e+22 	 7.941690e+05 	 1.637515e+39 	 1.076475e+39 	 3.850035e+22 	 6.204695e+07 	 3.333333e-01
1.21390027e+06 	 3.871328e+02 	 3.047900e+08 	 9.674217e+02 	 1.498202e+09 	 1.279589e+22 	 7.872472e+05 	 1.635796e+39 	 1.075538e+39 	 3.825304e+22 	 6.159171e+07 	 3.333333e-01
1.21431988e+06 	 3.902216e+02 	 3.045447e+08 	 9.590145e+02 	 1.495792e+09 	 1.271340e+22 	 7.803872e+05 	 1.634076e+39 	 1.074601e+39 	 3.800696e+22 	 6.113997e+07 	 3.333333e-01
1.21474137e+06 	 3.933338e+02 	 3.042993e+08 	 9.506803e+02 	 1.493382e+09 	 1.263133e+22 	 7.735886e+05 	 1.632354e+39 	 1.073663e+39 	 3.776211e+22 	 6.069170e+07 	 3.333333e-01
1.21516475e+06 	 3.964696e+02 	 3.040537e+08 	 9.424186e+02 	 1.490973e+09 	 1.254967e+22 	 7.668507e+05 	 1.630632e+39 	 1.072724e+39 	 3.751848e+22 	 6.024688e+07 	 3.333333e-01
1.21559001e+06 	 3.996292e+02 	 3.038080e+08 	 9.342286e+02 	 1.488564e+09 	 1.246842e+22 	 7.601730e+05 	 1.628908e+39 	 1.071785e+39 	 3.727607e+22 	 5.980546e+07 	 3.333333e-01
1.21601717e+06 	 4.028126e+02 	 3.035620e+08 	 9.261099e+02 	 1.486155e+09 	 1.238757e+22 	 7.535549e+05 	 1.627183e+39 	 1.070845e+39 	 3.703488e+22 	 5.936744e+07 	 3.333333e-01
1.21644623e+06 	 4.060201e+02 	 3.033160e+08 	 9.180616e+02 	 1.483746e+09 	 1.230714e+22 	 7.469960e+05 	 1.625456e+39 	 1.069905e+39 	 3.679489e+22 	 5.893277e+07 	 3.333333e-01
1.21687717e+06 	 4.092518e+02 	 3.030697e+08 	 9.100834e+02 	 1.481338e+09 	 1.222712e+22 	 7.404957e+05 	 1.623729e+39 	 1.068965e+39 	 3.655612e+22 	 5.850143e+07 	 3.333333e-01
1.21731000e+06 	 4.125079e+02 	 3.028233e+08 	 9.021744e+02 	 1.478931e+09 	 1.214750e+22 	 7.340533e+05 	 1.622000e+39 	 1.068024e+39 	 3.631856e+22 	 5.807340e+07 	 3.333333e-01
1.21774471e+06 	 4.157886e+02 	 3.025768e+08 	 8.943342e+02 	 1.476523e+09 	 1.206829e+22 	 7.276685e+05 	 1.620271e+39 	 1.067082e+39 	 3.608222e+22 	 5.764864e+07 	 3.333333e-01
1.21818131e+06 	 4.190941e+02 	 3.023301e+08 	 8.865621e+02 	 1.474117e+09 	 1.198949e+22 	 7.213407e+05 	 1.618540e+39 	 1.066141e+39 	 3.584707e+22 	 5.722714e+07 	 3.333333e-01
1.21861983e+06 	 4.224245e+02 	 3.020833e+08 	 8.788576e+02 	 1.471711e+09 	 1.191109e+22 	 7.150693e+05 	 1.616808e+39 	 1.065198e+39 	 3.561313e+22 	 5.680886e+07 	 3.333333e-01
1.21906027e+06 	 4.257801e+02 	 3.018363e+08 	 8.712200e+02 	 1.469305e+09 	 1.183310e+22 	 7.088539e+05 	 1.615075e+39 	 1.064256e+39 	 3.538038e+22 	 5.639378e+07 	 3.333333e-01
1.21950264e+06 	 4.291608e+02 	 3.015891e+08 	 8.636488e+02 	 1.466900e+09 	 1.175550e+22 	 7.026940e+05 	 1.613341e+39 	 1.063313e+39 	 3.514883e+22 	 5.598188e+07 	 3.333333e-01
1.21994694e+06 	 4.325671e+02 	 3.013418e+08 	 8.561434e+02 	 1.464495e+09 	 1.167831e+22 	 6.965890e+05 	 1.611606e+39 	 1.062369e+39 	 3.491846e+22 	 5.557313e+07 	 3.333333e-01
1.22039318e+06 	 4.359989e+02 	 3.010943e+08 	 8.487032e+02 	 1.462091e+09 	 1.160152e+22 	 6.905385e+05 	 1.609870e+39 	 1.061426e+39 	 3.468928e+22 	 5.516750e+07 	 3.333333e-01
1.22084137e+06 	 4.394566e+02 	 3.008467e+08 	 8.413277e+02 	 1.459687e+09 	 1.152512e+22 	 6.845419e+05 	 1.608133e+39 	 1.060481e+39 	 3.446128e+22 	 5.476498e+07 	 3.333333e-01
1.22129150e+06 	 4.429402e+02 	 3.005990e+08 	 8.340162e+02 	 1.457283e+09 	 1.144912e+22 	 6.785989e+05 	 1.606395e+39 	 1.059537e+39 	 3.423446e+22 	 5.436553e+07 	 3.333333e-01
1.22174357e+06 	 4.464500e+02 	 3.003511e+08 	 8.267683e+02 	 1.454881e+09 	 1.137352e+22 	 6.727088e+05 	 1.604656e+39 	 1.058592e+39 	 3.400881e+22 	 5.396913e+07 	 3.333333e-01
1.22219757e+06 	 4.499862e+02 	 3.001030e+08 	 8.195834e+02 	 1.452479e+09 	 1.129831e+22 	 6.668712e+05 	 1.602916e+39 	 1.057647e+39 	 3.378435e+22 	 5.357576e+07 	 3.333333e-01
1.22265349e+06 	 4.535490e+02 	 2.998548e+08 	 8.124610e+02 	 1.450077e+09 	 1.122350e+22 	 6.610856e+05 	 1.601176e+39 	 1.056701e+39 	 3.356106e+22 	 5.318538e+07 	 3.333333e-01
1.22311135e+06 	 4.571385e+02 	 2.996065e+08 	 8.054004e+02 	 1.447676e+09 	 1.114908e+22 	 6.553515e+05 	 1.599434e+39 	 1.055756e+39 	 3.333894e+22 	 5.279798e+07 	 3.333333e-01
1.22357119e+06 	 4.607548e+02 	 2.993580e+08 	 7.984012e+02 	 1.445276e+09 	 1.107506e+22 	 6.496686e+05 	 1.597691e+39 	 1.054809e+39 	 3.311798e+22 	 5.241354e+07 	 3.333333e-01
1.22403299e+06 	 4.643983e+02 	 2.991094e+08 	 7.914628e+02 	 1.442877e+09 	 1.100142e+22 	 6.440362e+05 	 1.595948e+39 	 1.053863e+39 	 3.289818e+22 	 5.203202e+07 	 3.333333e-01
1.22449677e+06 	 4.680691e+02 	 2.988606e+08 	 7.845847e+02 	 1.440478e+09 	 1.092818e+22 	 6.384541e+05 	 1.594203e+39 	 1.052916e+39 	 3.267955e+22 	 5.165342e+07 	 3.333333e-01
1.22496252e+06 	 4.717674e+02 	 2.986117e+08 	 7.777664e+02 	 1.438079e+09 	 1.085532e+22 	 6.329216e+05 	 1.592458e+39 	 1.051969e+39 	 3.246206e+22 	 5.127770e+07 	 3.333333e-01
1.22543027e+06 	 4.754933e+02 	 2.983627e+08 	 7.710073e+02 	 1.435682e+09 	 1.078285e+22 	 6.274385e+05 	 1.590712e+39 	 1.051022e+39 	 3.224572e+22 	 5.090484e+07 	 3.333333e-01
1.22590001e+06 	 4.792470e+02 	 2.981135e+08 	 7.643070e+02 	 1.433285e+09 	 1.071077e+22 	 6.220041e+05 	 1.588966e+39 	 1.050074e+39 	 3.203053e+22 	 5.053482e+07 	 3.333333e-01
1.22637174e+06 	 4.830288e+02 	 2.978642e+08 	 7.576649e+02 	 1.430888e+09 	 1.063907e+22 	 6.166182e+05 	 1.587218e+39 	 1.049126e+39 	 3.181649e+22 	 5.016762e+07 	 3.333333e-01
1.22684545e+06 	 4.868389e+02 	 2.976148e+08 	 7.510805e+02 	 1.428493e+09 	 1.056775e+22 	 6.112801e+05 	 1.585470e+39 	 1.048178e+39 	 3.160358e+22 	 4.980321e+07 	 3.333333e-01
1.22732114e+06 	 4.906774e+02 	 2.973652e+08 	 7.445534e+02 	 1.426098e+09 	 1.049682e+22 	 6.059895e+05 	 1.583721e+39 	 1.047230e+39 	 3.139182e+22 	 4.944157e+07 	 3.333333e-01
1.22779880e+06 	 4.945447e+02 	 2.971155e+08 	 7.380829e+02 	 1.423704e+09 	 1.042627e+22 	 6.007460e+05 	 1.581971e+39 	 1.046282e+39 	 3.118119e+22 	 4.908267e+07 	 3.333333e-01
1.22827845e+06 	 4.984407e+02 	 2.968657e+08 	 7.316687e+02 	 1.421311e+09 	 1.035611e+22 	 5.955491e+05 	 1.580220e+39 	 1.045333e+39 	 3.097170e+22 	 4.872651e+07 	 3.333333e-01
1.22876012e+06 	 5.023658e+02 	 2.966157e+08 	 7.253103e+02 	 1.418918e+09 	 1.028632e+22 	 5.903985e+05 	 1.578469e+39 	 1.044384e+39 	 3.076334e+22 	 4.837305e+07 	 3.333333e-01
1.22924380e+06 	 5.063202e+02 	 2.963656e+08 	 7.190071e+02 	 1.416527e+09 	 1.021691e+22 	 5.852936e+05 	 1.576717e+39 	 1.043435e+39 	 3.055610e+22 	 4.802227e+07 	 3.333333e-01
1.22972949e+06 	 5.103040e+02 	 2.961154e+08 	 7.127587e+02 	 1.414136e+09 	 1.014788e+22 	 5.802342e+05 	 1.574965e+39 	 1.042485e+39 	 3.034998e+22 	 4.767415e+07 	 3.333333e-01
1.23021722e+06 	 5.143174e+02 	 2.958651e+08 	 7.065645e+02 	 1.411746e+09 	 1.007922e+22 	 5.752197e+05 	 1.573212e+39 	 1.041536e+39 	 3.014498e+22 	 4.732868e+07 	 3.333333e-01
1.23070698e+06 	 5.183607e+02 	 2.956146e+08 	 7.004242e+02 	 1.409356e+09 	 1.001093e+22 	 5.702498e+05 	 1.571458e+39 	 1.040586e+39 	 2.994109e+22 	 4.698583e+07 	 3.333333e-01
1.23119878e+06 	 5.224340e+02 	 2.953640e+08 	 6.943373e+02 	 1.406968e+09 	 9.943024e+21 	 5.653240e+05 	 1.569704e+39 	 1.039636e+39 	 2.973831e+22 	 4.664558e+07 	 3.333333e-01
1.23169261e+06 	 5.265376e+02 	 2.951133e+08 	 6.883033e+02 	 1.404580e+09 	 9.875485e+21 	 5.604420e+05 	 1.567949e+39 	 1.038686e+39 	 2.953663e+22 	 4.630791e+07 	 3.333333e-01
1.23218847e+06 	 5.306717e+02 	 2.948624e+08 	 6.823217e+02 	 1.402194e+09 	 9.808318e+21 	 5.556034e+05 	 1.566193e+39 	 1.037736e+39 	 2.933606e+22 	 4.597280e+07 	 3.333333e-01
1.23268636e+06 	 5.348365e+02 	 2.946115e+08 	 6.763921e+02 	 1.399808e+09 	 9.741521e+21 	 5.508077e+05 	 1.564437e+39 	 1.036786e+39 	 2.913659e+22 	 4.564022e+07 	 3.333333e-01
1.23318626e+06 	 5.390322e+02 	 2.943604e+08 	 6.705140e+02 	 1.397423e+09 	 9.675094e+21 	 5.460546e+05 	 1.562681e+39 	 1.035835e+39 	 2.893822e+22 	 4.531016e+07 	 3.333333e-01
1.23368819e+06 	 5.432591e+02 	 2.941092e+08 	 6.646870e+02 	 1.395039e+09 	 9.609036e+21 	 5.413437e+05 	 1.560923e+39 	 1.034885e+39 	 2.874095e+22 	 4.498260e+07 	 3.333333e-01
1.23419219e+06 	 5.475173e+02 	 2.938579e+08 	 6.589106e+02 	 1.392656e+09 	 9.543344e+21 	 5.366746e+05 	 1.559166e+39 	 1.033934e+39 	 2.854477e+22 	 4.465751e+07 	 3.333333e-01
1.23469824e+06 	 5.518070e+02 	 2.936065e+08 	 6.531845e+02 	 1.390274e+09 	 9.478017e+21 	 5.320470e+05 	 1.557408e+39 	 1.032983e+39 	 2.834967e+22 	 4.433489e+07 	 3.333333e-01
1.23520635e+06 	 5.561285e+02 	 2.933550e+08 	 6.475081e+02 	 1.387893e+09 	 9.413054e+21 	 5.274604e+05 	 1.555649e+39 	 1.032032e+39 	 2.815566e+22 	 4.401470e+07 	 3.333333e-01
1.23571654e+06 	 5.604820e+02 	 2.931033e+08 	 6.418810e+02 	 1.385513e+09 	 9.348452e+21 	 5.229145e+05 	 1.553890e+39 	 1.031081e+39 	 2.796272e+22 	 4.369694e+07 	 3.333333e-01
1.23622880e+06 	 5.648677e+02 	 2.928516e+08 	 6.363028e+02 	 1.383134e+09 	 9.284212e+21 	 5.184089e+05 	 1.552131e+39 	 1.030130e+39 	 2.777086e+22 	 4.338158e+07 	 3.333333e-01
1.23674315e+06 	 5.692858e+02 	 2.925997e+08 	 6.307731e+02 	 1.380756e+09 	 9.220332e+21 	 5.139433e+05 	 1.550371e+39 	 1.029179e+39 	 2.758007e+22 	 4.306860e+07 	 3.333333e-01
1.23725958e+06 	 5.737365e+02 	 2.923477e+08 	 6.252915e+02 	 1.378379e+09 	 9.156810e+21 	 5.095173e+05 	 1.548611e+39 	 1.028228e+39 	 2.739034e+22 	 4.275798e+07 	 3.333333e-01
1.23777809e+06 	 5.782201e+02 	 2.920956e+08 	 6.198575e+02 	 1.376003e+09 	 9.093646e+21 	 5.051306e+05 	 1.546850e+39 	 1.027276e+39 	 2.720169e+22 	 4.244971e+07 	 3.333333e-01
1.23829865e+06 	 5.827368e+02 	 2.918435e+08 	 6.144707e+02 	 1.373628e+09 	 9.030839e+21 	 5.007826e+05 	 1.545089e+39 	 1.026325e+39 	 2.701409e+22 	 4.214376e+07 	 3.333333e-01
1.23882127e+06 	 5.872869e+02 	 2.915912e+08 	 6.091307e+02 	 1.371254e+09 	 8.968389e+21 	 4.964732e+05 	 1.543328e+39 	 1.025374e+39 	 2.682756e+22 	 4.184011e+07 	 3.333333e-01
1.23934597e+06 	 5.918706e+02 	 2.913388e+08 	 6.038372e+02 	 1.368881e+09 	 8.906294e+21 	 4.922020e+05 	 1.541566e+39 	 1.024422e+39 	 2.664208e+22 	 4.153876e+07 	 3.333333e-01
1.23987278e+06 	 5.964880e+02 	 2.910863e+08 	 5.985896e+02 	 1.366509e+09 	 8.844552e+21 	 4.879686e+05 	 1.539804e+39 	 1.023471e+39 	 2.645765e+22 	 4.123967e+07 	 3.333333e-01
1.24040169e+06 	 6.011394e+02 	 2.908337e+08 	 5.933877e+02 	 1.364139e+09 	 8.783161e+21 	 4.837727e+05 	 1.538042e+39 	 1.022519e+39 	 2.627427e+22 	 4.094284e+07 	 3.333333e-01
1.24093270e+06 	 6.058251e+02 	 2.905810e+08 	 5.882309e+02 	 1.361769e+09 	 8.722121e+21 	 4.796140e+05 	 1.536279e+39 	 1.021568e+39 	 2.609193e+22 	 4.064825e+07 	 3.333333e-01
1.24146582e+06 	 6.105453e+02 	 2.903282e+08 	 5.831190e+02 	 1.359401e+09 	 8.661429e+21 	 4.754921e+05 	 1.534516e+39 	 1.020616e+39 	 2.591063e+22 	 4.035587e+07 	 3.333333e-01
1.24200107e+06 	 6.153002e+02 	 2.900753e+08 	 5.780515e+02 	 1.357034e+09 	 8.601085e+21 	 4.714067e+05 	 1.532753e+39 	 1.019665e+39 	 2.573036e+22 	 4.006569e+07 	 3.333333e-01
1.24253845e+06 	 6.200900e+02 	 2.898223e+08 	 5.730280e+02 	 1.354668e+09 	 8.541086e+21 	 4.673574e+05 	 1.530990e+39 	 1.018714e+39 	 2.555113e+22 	 3.977770e+07 	 3.333333e-01
1.24307795e+06 	 6.249150e+02 	 2.895692e+08 	 5.680482e+02 	 1.352303e+09 	 8.481433e+21 	 4.633440e+05 	 1.529226e+39 	 1.017762e+39 	 2.537292e+22 	 3.949187e+07 	 3.333333e-01
1.24361956e+06 	 6.297755e+02 	 2.893160e+08 	 5.631116e+02 	 1.349939e+09 	 8.422124e+21 	 4.593660e+05 	 1.527463e+39 	 1.016811e+39 	 2.519574e+22 	 3.920819e+07 	 3.333333e-01
1.24416328e+06 	 6.346716e+02 	 2.890628e+08 	 5.582180e+02 	 1.347576e+09 	 8.363159e+21 	 4.554232e+05 	 1.525699e+39 	 1.015860e+39 	 2.501957e+22 	 3.892664e+07 	 3.333333e-01
1.24470910e+06 	 6.396037e+02 	 2.888094e+08 	 5.533669e+02 	 1.345215e+09 	 8.304536e+21 	 4.515153e+05 	 1.523935e+39 	 1.014908e+39 	 2.484444e+22 	 3.864721e+07 	 3.333333e-01
1.24525703e+06 	 6.445720e+02 	 2.885560e+08 	 5.485579e+02 	 1.342855e+09 	 8.246255e+21 	 4.476419e+05 	 1.522170e+39 	 1.013957e+39 	 2.467031e+22 	 3.836987e+07 	 3.333333e-01
1.24580712e+06 	 6.495767e+02 	 2.883024e+08 	 5.437908e+02 	 1.340496e+09 	 8.188312e+21 	 4.438028e+05 	 1.520406e+39 	 1.013006e+39 	 2.449720e+22 	 3.809461e+07 	 3.333333e-01
1.24635935e+06 	 6.546181e+02 	 2.880488e+08 	 5.390650e+02 	 1.338139e+09 	 8.130708e+21 	 4.399976e+05 	 1.518642e+39 	 1.012055e+39 	 2.432509e+22 	 3.782142e+07 	 3.333333e-01
1.24691372e+06 	 6.596964e+02 	 2.877951e+08 	 5.343804e+02 	 1.335783e+09 	 8.073440e+21 	 4.362260e+05 	 1.516877e+39 	 1.011104e+39 	 2.415399e+22 	 3.755027e+07 	 3.333333e-01
1.24747025e+06 	 6.648118e+02 	 2.875413e+08 	 5.297364e+02 	 1.333428e+09 	 8.016507e+21 	 4.324877e+05 	 1.515112e+39 	 1.010153e+39 	 2.398388e+22 	 3.728117e+07 	 3.333333e-01
1.24802895e+06 	 6.699646e+02 	 2.872874e+08 	 5.251328e+02 	 1.331074e+09 	 7.959907e+21 	 4.287825e+05 	 1.513347e+39 	 1.009202e+39 	 2.381477e+22 	 3.701407e+07 	 3.333333e-01
1.24858981e+06 	 6.751551e+02 	 2.870334e+08 	 5.205692e+02 	 1.328722e+09 	 7.903639e+21 	 4.251100e+05 	 1.511583e+39 	 1.008251e+39 	 2.364664e+22 	 3.674898e+07 	 3.333333e-01
1.24915284e+06 	 6.803835e+02 	 2.867794e+08 	 5.160453e+02 	 1.326371e+09 	 7.847703e+21 	 4.214699e+05 	 1.509818e+39 	 1.007301e+39 	 2.347950e+22 	 3.648588e+07 	 3.333333e-01
1.24971802e+06 	 6.856501e+02 	 2.865252e+08 	 5.115607e+02 	 1.324021e+09 	 7.792097e+21 	 4.178619e+05 	 1.508053e+39 	 1.006350e+39 	 2.331335e+22 	 3.622474e+07 	 3.333333e-01
1.25028535e+06 	 6.909552e+02 	 2.862710e+08 	 5.071151e+02 	 1.321673e+09 	 7.736821e+21 	 4.142857e+05 	 1.506288e+39 	 1.005400e+39 	 2.314818e+22 	 3.596556e+07 	 3.333333e-01
1.25085482e+06 	 6.962990e+02 	 2.860167e+08 	 5.027081e+02 	 1.319326e+09 	 7.681873e+21 	 4.107411e+05 	 1.504523e+39 	 1.004450e+39 	 2.298399e+22 	 3.570831e+07 	 3.333333e-01
1.25142644e+06 	 7.016818e+02 	 2.857624e+08 	 4.983393e+02 	 1.316980e+09 	 7.627253e+21 	 4.072278e+05 	 1.502758e+39 	 1.003500e+39 	 2.282077e+22 	 3.545299e+07 	 3.333333e-01
1.25200027e+06 	 7.071039e+02 	 2.855080e+08 	 4.940086e+02 	 1.314636e+09 	 7.572957e+21 	 4.037454e+05 	 1.500993e+39 	 1.002550e+39 	 2.265852e+22 	 3.519958e+07 	 3.333333e-01
1.25257626e+06 	 7.125654e+02 	 2.852535e+08 	 4.897155e+02 	 1.312293e+09 	 7.518986e+21 	 4.002938e+05 	 1.499229e+39 	 1.001600e+39 	 2.249724e+22 	 3.494806e+07 	 3.333333e-01
