r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau         	 lambda     
1.20042940e+06 	 3.150690e+00 	 2.927988e+08 	 3.855103e+04 	 1.382636e+09 	 1.252546e+22 	 9.305703e+07 	 1.018025e+39 	 6.654402e+38 	 3.268809e+22 	 2.553668e+09 	 3.333333e-01
1.20044422e+06 	 3.182764e+00 	 2.925083e+08 	 3.816146e+04 	 1.379893e+09 	 1.241257e+22 	 9.202665e+07 	 1.018008e+39 	 6.654336e+38 	 3.240800e+22 	 2.531018e+09 	 3.333333e-01
1.20045904e+06 	 3.215165e+00 	 2.922183e+08 	 3.777583e+04 	 1.377158e+09 	 1.230082e+22 	 9.100778e+07 	 1.017991e+39 	 6.654269e+38 	 3.213059e+22 	 2.508563e+09 	 3.333333e-01
1.20047387e+06 	 3.247896e+00 	 2.919288e+08 	 3.739409e+04 	 1.374431e+09 	 1.219019e+22 	 9.000027e+07 	 1.017974e+39 	 6.654202e+38 	 3.185584e+22 	 2.486304e+09 	 3.333333e-01
1.20048869e+06 	 3.280960e+00 	 2.916399e+08 	 3.701622e+04 	 1.371713e+09 	 1.208066e+22 	 8.900401e+07 	 1.017957e+39 	 6.654135e+38 	 3.158372e+22 	 2.464238e+09 	 3.333333e-01
1.20050352e+06 	 3.314361e+00 	 2.913516e+08 	 3.664216e+04 	 1.369002e+09 	 1.197223e+22 	 8.801886e+07 	 1.017941e+39 	 6.654068e+38 	 3.131421e+22 	 2.442364e+09 	 3.333333e-01
1.20051835e+06 	 3.348102e+00 	 2.910638e+08 	 3.627188e+04 	 1.366298e+09 	 1.186488e+22 	 8.704471e+07 	 1.017924e+39 	 6.654001e+38 	 3.104728e+22 	 2.420679e+09 	 3.333333e-01
1.20053318e+06 	 3.382186e+00 	 2.907766e+08 	 3.590534e+04 	 1.363603e+09 	 1.175861e+22 	 8.608144e+07 	 1.017907e+39 	 6.653933e+38 	 3.078291e+22 	 2.399183e+09 	 3.333333e-01
1.20054801e+06 	 3.416617e+00 	 2.904899e+08 	 3.554251e+04 	 1.360916e+09 	 1.165341e+22 	 8.512891e+07 	 1.017890e+39 	 6.653865e+38 	 3.052108e+22 	 2.377874e+09 	 3.333333e-01
1.20056284e+06 	 3.451399e+00 	 2.902038e+08 	 3.518334e+04 	 1.358236e+09 	 1.154925e+22 	 8.418701e+07 	 1.017872e+39 	 6.653797e+38 	 3.026175e+22 	 2.356750e+09 	 3.333333e-01
1.20057768e+06 	 3.486535e+00 	 2.899183e+08 	 3.482781e+04 	 1.355565e+09 	 1.144614e+22 	 8.325562e+07 	 1.017855e+39 	 6.653729e+38 	 3.000489e+22 	 2.335809e+09 	 3.333333e-01
1.20059251e+06 	 3.522028e+00 	 2.896332e+08 	 3.447586e+04 	 1.352901e+09 	 1.134405e+22 	 8.233461e+07 	 1.017838e+39 	 6.653661e+38 	 2.975048e+22 	 2.315051e+09 	 3.333333e-01
1.20060735e+06 	 3.557883e+00 	 2.893488e+08 	 3.412747e+04 	 1.350244e+09 	 1.124298e+22 	 8.142388e+07 	 1.017821e+39 	 6.653592e+38 	 2.949851e+22 	 2.294473e+09 	 3.333333e-01
1.20062220e+06 	 3.594102e+00 	 2.890649e+08 	 3.378261e+04 	 1.347596e+09 	 1.114291e+22 	 8.052331e+07 	 1.017804e+39 	 6.653523e+38 	 2.924893e+22 	 2.274074e+09 	 3.333333e-01
1.20063705e+06 	 3.630691e+00 	 2.887815e+08 	 3.344123e+04 	 1.344955e+09 	 1.104385e+22 	 7.963278e+07 	 1.017787e+39 	 6.653454e+38 	 2.900172e+22 	 2.253853e+09 	 3.333333e-01
1.20065189e+06 	 3.667652e+00 	 2.884987e+08 	 3.310329e+04 	 1.342322e+09 	 1.094576e+22 	 7.875218e+07 	 1.017769e+39 	 6.653385e+38 	 2.875687e+22 	 2.233807e+09 	 3.333333e-01
1.20066675e+06 	 3.704989e+00 	 2.882164e+08 	 3.276878e+04 	 1.339697e+09 	 1.084866e+22 	 7.788140e+07 	 1.017752e+39 	 6.653316e+38 	 2.851435e+22 	 2.213936e+09 	 3.333333e-01
1.20068160e+06 	 3.742706e+00 	 2.879347e+08 	 3.243764e+04 	 1.337079e+09 	 1.075251e+22 	 7.702033e+07 	 1.017735e+39 	 6.653246e+38 	 2.827414e+22 	 2.194238e+09 	 3.333333e-01
1.20069646e+06 	 3.780807e+00 	 2.876535e+08 	 3.210985e+04 	 1.334469e+09 	 1.065733e+22 	 7.616886e+07 	 1.017717e+39 	 6.653176e+38 	 2.803622e+22 	 2.174712e+09 	 3.333333e-01
1.20071132e+06 	 3.819296e+00 	 2.873729e+08 	 3.178537e+04 	 1.331867e+09 	 1.056309e+22 	 7.532689e+07 	 1.017700e+39 	 6.653106e+38 	 2.780055e+22 	 2.155355e+09 	 3.333333e-01
1.20072618e+06 	 3.858177e+00 	 2.870928e+08 	 3.146417e+04 	 1.329272e+09 	 1.046978e+22 	 7.449430e+07 	 1.017683e+39 	 6.653036e+38 	 2.756712e+22 	 2.136167e+09 	 3.333333e-01
1.20074105e+06 	 3.897454e+00 	 2.868133e+08 	 3.114622e+04 	 1.326685e+09 	 1.037740e+22 	 7.367099e+07 	 1.017665e+39 	 6.652966e+38 	 2.733591e+22 	 2.117146e+09 	 3.333333e-01
1.20075592e+06 	 3.937130e+00 	 2.865343e+08 	 3.083147e+04 	 1.324105e+09 	 1.028594e+22 	 7.285685e+07 	 1.017648e+39 	 6.652895e+38 	 2.710689e+22 	 2.098291e+09 	 3.333333e-01
1.20077080e+06 	 3.977210e+00 	 2.862559e+08 	 3.051991e+04 	 1.321533e+09 	 1.019538e+22 	 7.205179e+07 	 1.017630e+39 	 6.652824e+38 	 2.688003e+22 	 2.079600e+09 	 3.333333e-01
1.20078567e+06 	 4.017699e+00 	 2.859780e+08 	 3.021150e+04 	 1.318968e+09 	 1.010571e+22 	 7.125570e+07 	 1.017613e+39 	 6.652753e+38 	 2.665532e+22 	 2.061072e+09 	 3.333333e-01
1.20080056e+06 	 4.058599e+00 	 2.857006e+08 	 2.990621e+04 	 1.316411e+09 	 1.001693e+22 	 7.046848e+07 	 1.017595e+39 	 6.652681e+38 	 2.643273e+22 	 2.042706e+09 	 3.333333e-01
1.20081544e+06 	 4.099916e+00 	 2.854238e+08 	 2.960400e+04 	 1.313861e+09 	 9.929029e+21 	 6.969003e+07 	 1.017577e+39 	 6.652610e+38 	 2.621224e+22 	 2.024500e+09 	 3.333333e-01
1.20083033e+06 	 4.141653e+00 	 2.851476e+08 	 2.930484e+04 	 1.311319e+09 	 9.841995e+21 	 6.892025e+07 	 1.017560e+39 	 6.652538e+38 	 2.599384e+22 	 2.006452e+09 	 3.333333e-01
1.20084523e+06 	 4.183816e+00 	 2.848718e+08 	 2.900871e+04 	 1.308784e+09 	 9.755821e+21 	 6.815905e+07 	 1.017542e+39 	 6.652466e+38 	 2.577751e+22 	 1.988562e+09 	 3.333333e-01
1.20086012e+06 	 4.226407e+00 	 2.845967e+08 	 2.871557e+04 	 1.306257e+09 	 9.670498e+21 	 6.740632e+07 	 1.017524e+39 	 6.652394e+38 	 2.556321e+22 	 1.970828e+09 	 3.333333e-01
1.20087502e+06 	 4.269432e+00 	 2.843221e+08 	 2.842539e+04 	 1.303738e+09 	 9.586018e+21 	 6.666199e+07 	 1.017507e+39 	 6.652321e+38 	 2.535095e+22 	 1.953248e+09 	 3.333333e-01
1.20088993e+06 	 4.312895e+00 	 2.840480e+08 	 2.813814e+04 	 1.301225e+09 	 9.502368e+21 	 6.592594e+07 	 1.017489e+39 	 6.652248e+38 	 2.514068e+22 	 1.935823e+09 	 3.333333e-01
1.20090484e+06 	 4.356800e+00 	 2.837744e+08 	 2.785380e+04 	 1.298720e+09 	 9.419541e+21 	 6.519809e+07 	 1.017471e+39 	 6.652175e+38 	 2.493238e+22 	 1.918549e+09 	 3.333333e-01
1.20091975e+06 	 4.401152e+00 	 2.835014e+08 	 2.757233e+04 	 1.296223e+09 	 9.337529e+21 	 6.447835e+07 	 1.017453e+39 	 6.652102e+38 	 2.472605e+22 	 1.901426e+09 	 3.333333e-01
1.20093467e+06 	 4.445956e+00 	 2.832290e+08 	 2.729370e+04 	 1.293732e+09 	 9.256323e+21 	 6.376661e+07 	 1.017435e+39 	 6.652029e+38 	 2.452165e+22 	 1.884452e+09 	 3.333333e-01
1.20094960e+06 	 4.491216e+00 	 2.829570e+08 	 2.701789e+04 	 1.291249e+09 	 9.175914e+21 	 6.306280e+07 	 1.017417e+39 	 6.651955e+38 	 2.431918e+22 	 1.867627e+09 	 3.333333e-01
1.20096453e+06 	 4.536936e+00 	 2.826856e+08 	 2.674487e+04 	 1.288773e+09 	 9.096294e+21 	 6.236683e+07 	 1.017399e+39 	 6.651881e+38 	 2.411860e+22 	 1.850949e+09 	 3.333333e-01
1.20097946e+06 	 4.583122e+00 	 2.824148e+08 	 2.647461e+04 	 1.286305e+09 	 9.017456e+21 	 6.167860e+07 	 1.017381e+39 	 6.651807e+38 	 2.391991e+22 	 1.834416e+09 	 3.333333e-01
1.20099440e+06 	 4.629778e+00 	 2.821445e+08 	 2.620707e+04 	 1.283844e+09 	 8.939391e+21 	 6.099804e+07 	 1.017363e+39 	 6.651733e+38 	 2.372308e+22 	 1.818028e+09 	 3.333333e-01
1.20100934e+06 	 4.676909e+00 	 2.818747e+08 	 2.594224e+04 	 1.281390e+09 	 8.862093e+21 	 6.032505e+07 	 1.017345e+39 	 6.651658e+38 	 2.352810e+22 	 1.801783e+09 	 3.333333e-01
1.20102429e+06 	 4.724520e+00 	 2.816055e+08 	 2.568009e+04 	 1.278943e+09 	 8.785551e+21 	 5.965955e+07 	 1.017327e+39 	 6.651583e+38 	 2.333495e+22 	 1.785680e+09 	 3.333333e-01
1.20103924e+06 	 4.772615e+00 	 2.813368e+08 	 2.542059e+04 	 1.276504e+09 	 8.709758e+21 	 5.900146e+07 	 1.017308e+39 	 6.651508e+38 	 2.314360e+22 	 1.769718e+09 	 3.333333e-01
1.20105420e+06 	 4.821200e+00 	 2.810686e+08 	 2.516371e+04 	 1.274072e+09 	 8.634706e+21 	 5.835068e+07 	 1.017290e+39 	 6.651433e+38 	 2.295404e+22 	 1.753896e+09 	 3.333333e-01
1.20106917e+06 	 4.870280e+00 	 2.808010e+08 	 2.490942e+04 	 1.271647e+09 	 8.560387e+21 	 5.770715e+07 	 1.017272e+39 	 6.651357e+38 	 2.276625e+22 	 1.738212e+09 	 3.333333e-01
1.20108414e+06 	 4.919859e+00 	 2.805339e+08 	 2.465770e+04 	 1.269229e+09 	 8.486794e+21 	 5.707078e+07 	 1.017254e+39 	 6.651281e+38 	 2.258021e+22 	 1.722665e+09 	 3.333333e-01
1.20109912e+06 	 4.969942e+00 	 2.802674e+08 	 2.440853e+04 	 1.266818e+09 	 8.413918e+21 	 5.644149e+07 	 1.017235e+39 	 6.651205e+38 	 2.239591e+22 	 1.707254e+09 	 3.333333e-01
1.20111410e+06 	 5.020536e+00 	 2.800013e+08 	 2.416188e+04 	 1.264414e+09 	 8.341753e+21 	 5.581919e+07 	 1.017217e+39 	 6.651128e+38 	 2.221333e+22 	 1.691978e+09 	 3.333333e-01
1.20112909e+06 	 5.071644e+00 	 2.797359e+08 	 2.391771e+04 	 1.262017e+09 	 8.270291e+21 	 5.520382e+07 	 1.017198e+39 	 6.651052e+38 	 2.203245e+22 	 1.676836e+09 	 3.333333e-01
1.20114408e+06 	 5.123273e+00 	 2.794709e+08 	 2.367602e+04 	 1.259628e+09 	 8.199526e+21 	 5.459529e+07 	 1.017180e+39 	 6.650975e+38 	 2.185325e+22 	 1.661826e+09 	 3.333333e-01
1.20115908e+06 	 5.175427e+00 	 2.792065e+08 	 2.343677e+04 	 1.257246e+09 	 8.129450e+21 	 5.399353e+07 	 1.017161e+39 	 6.650898e+38 	 2.167573e+22 	 1.646948e+09 	 3.333333e-01
1.20117408e+06 	 5.228112e+00 	 2.789426e+08 	 2.319993e+04 	 1.254870e+09 	 8.060058e+21 	 5.339847e+07 	 1.017143e+39 	 6.650820e+38 	 2.149986e+22 	 1.632200e+09 	 3.333333e-01
1.20118910e+06 	 5.281333e+00 	 2.786793e+08 	 2.296549e+04 	 1.252502e+09 	 7.991339e+21 	 5.281002e+07 	 1.017124e+39 	 6.650742e+38 	 2.132562e+22 	 1.617582e+09 	 3.333333e-01
1.20120411e+06 	 5.335096e+00 	 2.784165e+08 	 2.273342e+04 	 1.250141e+09 	 7.923287e+21 	 5.222811e+07 	 1.017106e+39 	 6.650664e+38 	 2.115300e+22 	 1.603091e+09 	 3.333333e-01
1.20121914e+06 	 5.389407e+00 	 2.781542e+08 	 2.250369e+04 	 1.247786e+09 	 7.855896e+21 	 5.165267e+07 	 1.017087e+39 	 6.650586e+38 	 2.098198e+22 	 1.588727e+09 	 3.333333e-01
1.20123417e+06 	 5.444270e+00 	 2.778924e+08 	 2.227629e+04 	 1.245439e+09 	 7.789158e+21 	 5.108362e+07 	 1.017068e+39 	 6.650508e+38 	 2.081254e+22 	 1.574490e+09 	 3.333333e-01
1.20124921e+06 	 5.499691e+00 	 2.776312e+08 	 2.205118e+04 	 1.243099e+09 	 7.723067e+21 	 5.052090e+07 	 1.017049e+39 	 6.650429e+38 	 2.064468e+22 	 1.560377e+09 	 3.333333e-01
1.20126425e+06 	 5.555677e+00 	 2.773705e+08 	 2.182834e+04 	 1.240765e+09 	 7.657615e+21 	 4.996444e+07 	 1.017031e+39 	 6.650350e+38 	 2.047837e+22 	 1.546388e+09 	 3.333333e-01
1.20127931e+06 	 5.612232e+00 	 2.771103e+08 	 2.160776e+04 	 1.238438e+09 	 7.592796e+21 	 4.941415e+07 	 1.017012e+39 	 6.650271e+38 	 2.031359e+22 	 1.532521e+09 	 3.333333e-01
1.20129437e+06 	 5.669363e+00 	 2.768507e+08 	 2.138941e+04 	 1.236119e+09 	 7.528605e+21 	 4.886999e+07 	 1.016993e+39 	 6.650191e+38 	 2.015034e+22 	 1.518776e+09 	 3.333333e-01
1.20130943e+06 	 5.727076e+00 	 2.765915e+08 	 2.117327e+04 	 1.233806e+09 	 7.465034e+21 	 4.833187e+07 	 1.016974e+39 	 6.650111e+38 	 1.998860e+22 	 1.505152e+09 	 3.333333e-01
1.20132451e+06 	 5.785376e+00 	 2.763330e+08 	 2.095930e+04 	 1.231500e+09 	 7.402079e+21 	 4.779972e+07 	 1.016955e+39 	 6.650031e+38 	 1.982836e+22 	 1.491648e+09 	 3.333333e-01
1.20133959e+06 	 5.844269e+00 	 2.760749e+08 	 2.074751e+04 	 1.229201e+09 	 7.339734e+21 	 4.727350e+07 	 1.016936e+39 	 6.649950e+38 	 1.966960e+22 	 1.478261e+09 	 3.333333e-01
1.20135467e+06 	 5.903762e+00 	 2.758174e+08 	 2.053785e+04 	 1.226909e+09 	 7.277988e+21 	 4.675311e+07 	 1.016917e+39 	 6.649870e+38 	 1.951230e+22 	 1.464993e+09 	 3.333333e-01
1.20136977e+06 	 5.963861e+00 	 2.755604e+08 	 2.033031e+04 	 1.224624e+09 	 7.216837e+21 	 4.623851e+07 	 1.016897e+39 	 6.649789e+38 	 1.935645e+22 	 1.451841e+09 	 3.333333e-01
1.20138487e+06 	 6.024571e+00 	 2.753039e+08 	 2.012486e+04 	 1.222345e+09 	 7.156275e+21 	 4.572962e+07 	 1.016878e+39 	 6.649707e+38 	 1.920203e+22 	 1.438804e+09 	 3.333333e-01
1.20139998e+06 	 6.085899e+00 	 2.750480e+08 	 1.992150e+04 	 1.220074e+09 	 7.096296e+21 	 4.522638e+07 	 1.016859e+39 	 6.649626e+38 	 1.904904e+22 	 1.425882e+09 	 3.333333e-01
1.20141510e+06 	 6.147851e+00 	 2.747925e+08 	 1.972018e+04 	 1.217809e+09 	 7.036894e+21 	 4.472874e+07 	 1.016840e+39 	 6.649544e+38 	 1.889745e+22 	 1.413073e+09 	 3.333333e-01
1.20143023e+06 	 6.210434e+00 	 2.745376e+08 	 1.952091e+04 	 1.215550e+09 	 6.978062e+21 	 4.423661e+07 	 1.016820e+39 	 6.649462e+38 	 1.874725e+22 	 1.400378e+09 	 3.333333e-01
1.20144536e+06 	 6.273653e+00 	 2.742833e+08 	 1.932364e+04 	 1.213299e+09 	 6.919795e+21 	 4.374995e+07 	 1.016801e+39 	 6.649379e+38 	 1.859843e+22 	 1.387793e+09 	 3.333333e-01
1.20146051e+06 	 6.337517e+00 	 2.740294e+08 	 1.912837e+04 	 1.211054e+09 	 6.862088e+21 	 4.326869e+07 	 1.016781e+39 	 6.649296e+38 	 1.845098e+22 	 1.375319e+09 	 3.333333e-01
1.20147566e+06 	 6.402030e+00 	 2.737761e+08 	 1.893507e+04 	 1.208816e+09 	 6.804935e+21 	 4.279278e+07 	 1.016762e+39 	 6.649213e+38 	 1.830488e+22 	 1.362955e+09 	 3.333333e-01
1.20149082e+06 	 6.467200e+00 	 2.735233e+08 	 1.874373e+04 	 1.206584e+09 	 6.748331e+21 	 4.232215e+07 	 1.016742e+39 	 6.649130e+38 	 1.816013e+22 	 1.350700e+09 	 3.333333e-01
1.20150598e+06 	 6.533033e+00 	 2.732710e+08 	 1.855432e+04 	 1.204360e+09 	 6.692269e+21 	 4.185674e+07 	 1.016723e+39 	 6.649046e+38 	 1.801670e+22 	 1.338552e+09 	 3.333333e-01
1.20152116e+06 	 6.599536e+00 	 2.730192e+08 	 1.836682e+04 	 1.202141e+09 	 6.636743e+21 	 4.139650e+07 	 1.016703e+39 	 6.648962e+38 	 1.787458e+22 	 1.326512e+09 	 3.333333e-01
1.20153634e+06 	 6.666716e+00 	 2.727680e+08 	 1.818122e+04 	 1.199930e+09 	 6.581748e+21 	 4.094136e+07 	 1.016684e+39 	 6.648878e+38 	 1.773376e+22 	 1.314577e+09 	 3.333333e-01
1.20155154e+06 	 6.734580e+00 	 2.725173e+08 	 1.799750e+04 	 1.197725e+09 	 6.527279e+21 	 4.049128e+07 	 1.016664e+39 	 6.648793e+38 	 1.759422e+22 	 1.302747e+09 	 3.333333e-01
1.20156674e+06 	 6.803134e+00 	 2.722671e+08 	 1.781563e+04 	 1.195527e+09 	 6.473330e+21 	 4.004619e+07 	 1.016644e+39 	 6.648708e+38 	 1.745596e+22 	 1.291022e+09 	 3.333333e-01
1.20158195e+06 	 6.872387e+00 	 2.720174e+08 	 1.763560e+04 	 1.193335e+09 	 6.419895e+21 	 3.960603e+07 	 1.016624e+39 	 6.648623e+38 	 1.731896e+22 	 1.279399e+09 	 3.333333e-01
1.20159718e+06 	 6.942344e+00 	 2.717682e+08 	 1.745738e+04 	 1.191150e+09 	 6.366969e+21 	 3.917076e+07 	 1.016604e+39 	 6.648537e+38 	 1.718320e+22 	 1.267880e+09 	 3.333333e-01
1.20161241e+06 	 7.013013e+00 	 2.715196e+08 	 1.728097e+04 	 1.188971e+09 	 6.314547e+21 	 3.874031e+07 	 1.016584e+39 	 6.648452e+38 	 1.704868e+22 	 1.256461e+09 	 3.333333e-01
1.20162765e+06 	 7.084401e+00 	 2.712714e+08 	 1.710634e+04 	 1.186799e+09 	 6.262625e+21 	 3.831464e+07 	 1.016564e+39 	 6.648365e+38 	 1.691539e+22 	 1.245143e+09 	 3.333333e-01
1.20164290e+06 	 7.156516e+00 	 2.710238e+08 	 1.693348e+04 	 1.184634e+09 	 6.211198e+21 	 3.789369e+07 	 1.016544e+39 	 6.648279e+38 	 1.678331e+22 	 1.233925e+09 	 3.333333e-01
1.20165816e+06 	 7.229365e+00 	 2.707767e+08 	 1.676236e+04 	 1.182475e+09 	 6.160261e+21 	 3.747741e+07 	 1.016524e+39 	 6.648192e+38 	 1.665244e+22 	 1.222806e+09 	 3.333333e-01
1.20167343e+06 	 7.302955e+00 	 2.705302e+08 	 1.659297e+04 	 1.180322e+09 	 6.109808e+21 	 3.706575e+07 	 1.016504e+39 	 6.648105e+38 	 1.652276e+22 	 1.211785e+09 	 3.333333e-01
1.20168870e+06 	 7.377294e+00 	 2.702841e+08 	 1.642530e+04 	 1.178176e+09 	 6.059834e+21 	 3.665865e+07 	 1.016484e+39 	 6.648017e+38 	 1.639425e+22 	 1.200861e+09 	 3.333333e-01
1.20170399e+06 	 7.452390e+00 	 2.700386e+08 	 1.625931e+04 	 1.176036e+09 	 6.010333e+21 	 3.625606e+07 	 1.016463e+39 	 6.647929e+38 	 1.626690e+22 	 1.190033e+09 	 3.333333e-01
1.20171929e+06 	 7.528250e+00 	 2.697935e+08 	 1.609501e+04 	 1.173903e+09 	 5.961302e+21 	 3.585794e+07 	 1.016443e+39 	 6.647841e+38 	 1.614071e+22 	 1.179301e+09 	 3.333333e-01
1.20173460e+06 	 7.604882e+00 	 2.695490e+08 	 1.593237e+04 	 1.171776e+09 	 5.912735e+21 	 3.546422e+07 	 1.016423e+39 	 6.647753e+38 	 1.601566e+22 	 1.168663e+09 	 3.333333e-01
