r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau         	 lambda     
1.23345094e+06 	 1.486371e+03 	 3.041614e+08 	 4.322005e+02 	 1.492030e+09 	 1.253790e+22 	 2.046185e+05 	 1.637587e+39 	 1.085606e+39 	 3.755377e+22 	 2.803277e+07 	 3.333333e-01
1.23477238e+06 	 1.495516e+03 	 3.038000e+08 	 4.285221e+02 	 1.488485e+09 	 1.241913e+22 	 2.031256e+05 	 1.634687e+39 	 1.084273e+39 	 3.719812e+22 	 2.786593e+07 	 3.333333e-01
1.23609644e+06 	 1.504715e+03 	 3.034389e+08 	 4.248750e+02 	 1.484949e+09 	 1.230147e+22 	 2.016439e+05 	 1.631792e+39 	 1.082942e+39 	 3.684578e+22 	 2.770010e+07 	 3.333333e-01
1.23742313e+06 	 1.513967e+03 	 3.030781e+08 	 4.212590e+02 	 1.481420e+09 	 1.218491e+22 	 2.001733e+05 	 1.628904e+39 	 1.081612e+39 	 3.649673e+22 	 2.753526e+07 	 3.333333e-01
1.23875247e+06 	 1.523274e+03 	 3.027178e+08 	 4.176738e+02 	 1.477899e+09 	 1.206943e+22 	 1.987138e+05 	 1.626022e+39 	 1.080285e+39 	 3.615093e+22 	 2.737142e+07 	 3.333333e-01
1.24008448e+06 	 1.532635e+03 	 3.023578e+08 	 4.141190e+02 	 1.474386e+09 	 1.195503e+22 	 1.972653e+05 	 1.623147e+39 	 1.078960e+39 	 3.580834e+22 	 2.720856e+07 	 3.333333e-01
1.24141917e+06 	 1.542051e+03 	 3.019981e+08 	 4.105945e+02 	 1.470881e+09 	 1.184169e+22 	 1.958276e+05 	 1.620277e+39 	 1.077636e+39 	 3.546895e+22 	 2.704668e+07 	 3.333333e-01
1.24275651e+06 	 1.551522e+03 	 3.016389e+08 	 4.071000e+02 	 1.467384e+09 	 1.172941e+22 	 1.944007e+05 	 1.617414e+39 	 1.076315e+39 	 3.513272e+22 	 2.688578e+07 	 3.333333e-01
1.24409652e+06 	 1.561048e+03 	 3.012800e+08 	 4.036353e+02 	 1.463894e+09 	 1.161818e+22 	 1.929845e+05 	 1.614558e+39 	 1.074996e+39 	 3.479962e+22 	 2.672585e+07 	 3.333333e-01
1.24543916e+06 	 1.570630e+03 	 3.009214e+08 	 4.002000e+02 	 1.460412e+09 	 1.150798e+22 	 1.915789e+05 	 1.611708e+39 	 1.073679e+39 	 3.446963e+22 	 2.656688e+07 	 3.333333e-01
1.24678442e+06 	 1.580268e+03 	 3.005633e+08 	 3.967940e+02 	 1.456938e+09 	 1.139882e+22 	 1.901838e+05 	 1.608863e+39 	 1.072364e+39 	 3.414272e+22 	 2.640886e+07 	 3.333333e-01
1.24813236e+06 	 1.589963e+03 	 3.002055e+08 	 3.934169e+02 	 1.453471e+09 	 1.129067e+22 	 1.887992e+05 	 1.606026e+39 	 1.071051e+39 	 3.381885e+22 	 2.625179e+07 	 3.333333e-01
1.24948299e+06 	 1.599714e+03 	 2.998481e+08 	 3.900686e+02 	 1.450012e+09 	 1.118353e+22 	 1.874250e+05 	 1.603194e+39 	 1.069739e+39 	 3.349801e+22 	 2.609567e+07 	 3.333333e-01
1.25083630e+06 	 1.609523e+03 	 2.994911e+08 	 3.867488e+02 	 1.446561e+09 	 1.107739e+22 	 1.860611e+05 	 1.600368e+39 	 1.068430e+39 	 3.318017e+22 	 2.594049e+07 	 3.333333e-01
1.25219231e+06 	 1.619388e+03 	 2.991344e+08 	 3.834573e+02 	 1.443118e+09 	 1.097224e+22 	 1.847074e+05 	 1.597549e+39 	 1.067123e+39 	 3.286529e+22 	 2.578624e+07 	 3.333333e-01
1.25355103e+06 	 1.629311e+03 	 2.987781e+08 	 3.801937e+02 	 1.439682e+09 	 1.086807e+22 	 1.833638e+05 	 1.594736e+39 	 1.065818e+39 	 3.255334e+22 	 2.563292e+07 	 3.333333e-01
1.25491248e+06 	 1.639292e+03 	 2.984221e+08 	 3.769580e+02 	 1.436254e+09 	 1.076488e+22 	 1.820303e+05 	 1.591929e+39 	 1.064515e+39 	 3.224431e+22 	 2.548052e+07 	 3.333333e-01
1.25627665e+06 	 1.649331e+03 	 2.980666e+08 	 3.737498e+02 	 1.432833e+09 	 1.066265e+22 	 1.807068e+05 	 1.589128e+39 	 1.063214e+39 	 3.193816e+22 	 2.532903e+07 	 3.333333e-01
1.25764352e+06 	 1.659429e+03 	 2.977114e+08 	 3.705688e+02 	 1.429420e+09 	 1.056137e+22 	 1.793932e+05 	 1.586334e+39 	 1.061914e+39 	 3.163487e+22 	 2.517846e+07 	 3.333333e-01
1.25901310e+06 	 1.669586e+03 	 2.973565e+08 	 3.674150e+02 	 1.426015e+09 	 1.046104e+22 	 1.780894e+05 	 1.583545e+39 	 1.060617e+39 	 3.133442e+22 	 2.502879e+07 	 3.333333e-01
1.26038535e+06 	 1.679801e+03 	 2.970020e+08 	 3.642880e+02 	 1.422617e+09 	 1.036165e+22 	 1.767953e+05 	 1.580763e+39 	 1.059322e+39 	 3.103677e+22 	 2.488002e+07 	 3.333333e-01
1.26176029e+06 	 1.690077e+03 	 2.966479e+08 	 3.611876e+02 	 1.419227e+09 	 1.026318e+22 	 1.755109e+05 	 1.577987e+39 	 1.058029e+39 	 3.074191e+22 	 2.473214e+07 	 3.333333e-01
1.26313800e+06 	 1.700412e+03 	 2.962942e+08 	 3.581136e+02 	 1.415844e+09 	 1.016564e+22 	 1.742362e+05 	 1.575217e+39 	 1.056738e+39 	 3.044980e+22 	 2.458515e+07 	 3.333333e-01
1.26451844e+06 	 1.710808e+03 	 2.959408e+08 	 3.550658e+02 	 1.412469e+09 	 1.006901e+22 	 1.729709e+05 	 1.572453e+39 	 1.055449e+39 	 3.016042e+22 	 2.443904e+07 	 3.333333e-01
1.26590163e+06 	 1.721264e+03 	 2.955878e+08 	 3.520439e+02 	 1.409101e+09 	 9.973287e+21 	 1.717151e+05 	 1.569695e+39 	 1.054161e+39 	 2.987375e+22 	 2.429381e+07 	 3.333333e-01
1.26728758e+06 	 1.731781e+03 	 2.952352e+08 	 3.490477e+02 	 1.405741e+09 	 9.878456e+21 	 1.704687e+05 	 1.566943e+39 	 1.052876e+39 	 2.958976e+22 	 2.414945e+07 	 3.333333e-01
1.26867630e+06 	 1.742359e+03 	 2.948829e+08 	 3.460770e+02 	 1.402389e+09 	 9.784512e+21 	 1.692317e+05 	 1.564197e+39 	 1.051593e+39 	 2.930843e+22 	 2.400596e+07 	 3.333333e-01
1.27006780e+06 	 1.752999e+03 	 2.945310e+08 	 3.431316e+02 	 1.399043e+09 	 9.691447e+21 	 1.680038e+05 	 1.561458e+39 	 1.050312e+39 	 2.902972e+22 	 2.386333e+07 	 3.333333e-01
1.27146205e+06 	 1.763700e+03 	 2.941795e+08 	 3.402113e+02 	 1.395706e+09 	 9.599253e+21 	 1.667851e+05 	 1.558724e+39 	 1.049032e+39 	 2.875362e+22 	 2.372156e+07 	 3.333333e-01
1.27285905e+06 	 1.774464e+03 	 2.938283e+08 	 3.373158e+02 	 1.392375e+09 	 9.507922e+21 	 1.655756e+05 	 1.555996e+39 	 1.047755e+39 	 2.848011e+22 	 2.358064e+07 	 3.333333e-01
1.27425877e+06 	 1.785291e+03 	 2.934775e+08 	 3.344450e+02 	 1.389053e+09 	 9.417447e+21 	 1.643750e+05 	 1.553275e+39 	 1.046480e+39 	 2.820916e+22 	 2.344056e+07 	 3.333333e-01
1.27566129e+06 	 1.796180e+03 	 2.931271e+08 	 3.315986e+02 	 1.385737e+09 	 9.327820e+21 	 1.631834e+05 	 1.550559e+39 	 1.045206e+39 	 2.794075e+22 	 2.330133e+07 	 3.333333e-01
1.27706658e+06 	 1.807133e+03 	 2.927770e+08 	 3.287764e+02 	 1.382429e+09 	 9.239032e+21 	 1.620007e+05 	 1.547849e+39 	 1.043935e+39 	 2.767485e+22 	 2.316292e+07 	 3.333333e-01
1.27847466e+06 	 1.818149e+03 	 2.924273e+08 	 3.259782e+02 	 1.379129e+09 	 9.151076e+21 	 1.608268e+05 	 1.545146e+39 	 1.042665e+39 	 2.741144e+22 	 2.302535e+07 	 3.333333e-01
1.27988554e+06 	 1.829230e+03 	 2.920779e+08 	 3.232039e+02 	 1.375836e+09 	 9.063944e+21 	 1.596617e+05 	 1.542448e+39 	 1.041398e+39 	 2.715050e+22 	 2.288861e+07 	 3.333333e-01
1.28129925e+06 	 1.840374e+03 	 2.917289e+08 	 3.204532e+02 	 1.372550e+09 	 8.977629e+21 	 1.585053e+05 	 1.539756e+39 	 1.040132e+39 	 2.689200e+22 	 2.275268e+07 	 3.333333e-01
1.28271578e+06 	 1.851583e+03 	 2.913803e+08 	 3.177258e+02 	 1.369271e+09 	 8.892122e+21 	 1.573574e+05 	 1.537070e+39 	 1.038869e+39 	 2.663593e+22 	 2.261757e+07 	 3.333333e-01
1.28413513e+06 	 1.862857e+03 	 2.910321e+08 	 3.150217e+02 	 1.366000e+09 	 8.807416e+21 	 1.562182e+05 	 1.534390e+39 	 1.037607e+39 	 2.638225e+22 	 2.248327e+07 	 3.333333e-01
1.28555730e+06 	 1.874197e+03 	 2.906842e+08 	 3.123406e+02 	 1.362736e+09 	 8.723505e+21 	 1.550874e+05 	 1.531716e+39 	 1.036348e+39 	 2.613095e+22 	 2.234978e+07 	 3.333333e-01
1.28698227e+06 	 1.885602e+03 	 2.903366e+08 	 3.096824e+02 	 1.359480e+09 	 8.640381e+21 	 1.539651e+05 	 1.529048e+39 	 1.035090e+39 	 2.588201e+22 	 2.221708e+07 	 3.333333e-01
1.28841001e+06 	 1.897074e+03 	 2.899895e+08 	 3.070467e+02 	 1.356230e+09 	 8.558037e+21 	 1.528511e+05 	 1.526386e+39 	 1.033834e+39 	 2.563540e+22 	 2.208518e+07 	 3.333333e-01
1.28984057e+06 	 1.908612e+03 	 2.896426e+08 	 3.044335e+02 	 1.352989e+09 	 8.476466e+21 	 1.517454e+05 	 1.523730e+39 	 1.032580e+39 	 2.539111e+22 	 2.195407e+07 	 3.333333e-01
1.29127399e+06 	 1.920217e+03 	 2.892962e+08 	 3.018425e+02 	 1.349754e+09 	 8.395661e+21 	 1.506479e+05 	 1.521079e+39 	 1.031328e+39 	 2.514911e+22 	 2.182375e+07 	 3.333333e-01
1.29271025e+06 	 1.931889e+03 	 2.889501e+08 	 2.992736e+02 	 1.346526e+09 	 8.315614e+21 	 1.495586e+05 	 1.518435e+39 	 1.030079e+39 	 2.490938e+22 	 2.169420e+07 	 3.333333e-01
1.29414937e+06 	 1.943629e+03 	 2.886044e+08 	 2.967265e+02 	 1.343306e+09 	 8.236319e+21 	 1.484774e+05 	 1.515796e+39 	 1.028831e+39 	 2.467191e+22 	 2.156544e+07 	 3.333333e-01
1.29559135e+06 	 1.955437e+03 	 2.882591e+08 	 2.942011e+02 	 1.340093e+09 	 8.157768e+21 	 1.474043e+05 	 1.513163e+39 	 1.027584e+39 	 2.443666e+22 	 2.143744e+07 	 3.333333e-01
1.29703622e+06 	 1.967313e+03 	 2.879141e+08 	 2.916972e+02 	 1.336887e+09 	 8.079954e+21 	 1.463391e+05 	 1.510536e+39 	 1.026340e+39 	 2.420361e+22 	 2.131021e+07 	 3.333333e-01
1.29848395e+06 	 1.979257e+03 	 2.875694e+08 	 2.892147e+02 	 1.333689e+09 	 8.002870e+21 	 1.452819e+05 	 1.507914e+39 	 1.025098e+39 	 2.397276e+22 	 2.118375e+07 	 3.333333e-01
1.29993456e+06 	 1.991271e+03 	 2.872252e+08 	 2.867532e+02 	 1.330497e+09 	 7.926511e+21 	 1.442325e+05 	 1.505299e+39 	 1.023858e+39 	 2.374407e+22 	 2.105804e+07 	 3.333333e-01
1.30138801e+06 	 2.003354e+03 	 2.868812e+08 	 2.843127e+02 	 1.327313e+09 	 7.850870e+21 	 1.431909e+05 	 1.502689e+39 	 1.022620e+39 	 2.351753e+22 	 2.093308e+07 	 3.333333e-01
1.30284429e+06 	 2.015508e+03 	 2.865377e+08 	 2.818930e+02 	 1.324136e+09 	 7.775940e+21 	 1.421571e+05 	 1.500085e+39 	 1.021384e+39 	 2.329312e+22 	 2.080887e+07 	 3.333333e-01
1.30430349e+06 	 2.027731e+03 	 2.861945e+08 	 2.794938e+02 	 1.320966e+09 	 7.701714e+21 	 1.411309e+05 	 1.497487e+39 	 1.020149e+39 	 2.307082e+22 	 2.068541e+07 	 3.333333e-01
1.30576557e+06 	 2.040025e+03 	 2.858517e+08 	 2.771151e+02 	 1.317803e+09 	 7.628186e+21 	 1.401124e+05 	 1.494895e+39 	 1.018917e+39 	 2.285061e+22 	 2.056268e+07 	 3.333333e-01
1.30723054e+06 	 2.052390e+03 	 2.855092e+08 	 2.747566e+02 	 1.314648e+09 	 7.555350e+21 	 1.391014e+05 	 1.492308e+39 	 1.017686e+39 	 2.263247e+22 	 2.044069e+07 	 3.333333e-01
1.30869842e+06 	 2.064827e+03 	 2.851671e+08 	 2.724182e+02 	 1.311499e+09 	 7.483199e+21 	 1.380980e+05 	 1.489727e+39 	 1.016457e+39 	 2.241639e+22 	 2.031943e+07 	 3.333333e-01
1.31016924e+06 	 2.077335e+03 	 2.848254e+08 	 2.700997e+02 	 1.308357e+09 	 7.411726e+21 	 1.371020e+05 	 1.487152e+39 	 1.015231e+39 	 2.220233e+22 	 2.019889e+07 	 3.333333e-01
1.31164300e+06 	 2.089915e+03 	 2.844840e+08 	 2.678010e+02 	 1.305223e+09 	 7.340925e+21 	 1.361134e+05 	 1.484582e+39 	 1.014006e+39 	 2.199028e+22 	 2.007908e+07 	 3.333333e-01
1.31311968e+06 	 2.102568e+03 	 2.841429e+08 	 2.655218e+02 	 1.302095e+09 	 7.270790e+21 	 1.351321e+05 	 1.482019e+39 	 1.012783e+39 	 2.178023e+22 	 1.995998e+07 	 3.333333e-01
1.31459929e+06 	 2.115294e+03 	 2.838023e+08 	 2.632619e+02 	 1.298975e+09 	 7.201315e+21 	 1.341581e+05 	 1.479461e+39 	 1.011562e+39 	 2.157216e+22 	 1.984160e+07 	 3.333333e-01
1.31608179e+06 	 2.128093e+03 	 2.834620e+08 	 2.610214e+02 	 1.295862e+09 	 7.132494e+21 	 1.331913e+05 	 1.476908e+39 	 1.010343e+39 	 2.136604e+22 	 1.972392e+07 	 3.333333e-01
1.31756718e+06 	 2.140966e+03 	 2.831220e+08 	 2.587999e+02 	 1.292755e+09 	 7.064322e+21 	 1.322317e+05 	 1.474361e+39 	 1.009126e+39 	 2.116186e+22 	 1.960695e+07 	 3.333333e-01
1.31905551e+06 	 2.153914e+03 	 2.827824e+08 	 2.565973e+02 	 1.289656e+09 	 6.996791e+21 	 1.312792e+05 	 1.471820e+39 	 1.007911e+39 	 2.095961e+22 	 1.949067e+07 	 3.333333e-01
1.32054681e+06 	 2.166936e+03 	 2.824432e+08 	 2.544134e+02 	 1.286564e+09 	 6.929897e+21 	 1.303338e+05 	 1.469285e+39 	 1.006697e+39 	 2.075926e+22 	 1.937510e+07 	 3.333333e-01
1.32204106e+06 	 2.180033e+03 	 2.821043e+08 	 2.522481e+02 	 1.283478e+09 	 6.863633e+21 	 1.293954e+05 	 1.466755e+39 	 1.005486e+39 	 2.056080e+22 	 1.926021e+07 	 3.333333e-01
1.32353828e+06 	 2.193205e+03 	 2.817658e+08 	 2.501013e+02 	 1.280400e+09 	 6.797993e+21 	 1.284639e+05 	 1.464231e+39 	 1.004276e+39 	 2.036421e+22 	 1.914601e+07 	 3.333333e-01
1.32503848e+06 	 2.206453e+03 	 2.814276e+08 	 2.479727e+02 	 1.277328e+09 	 6.732971e+21 	 1.275393e+05 	 1.461712e+39 	 1.003069e+39 	 2.016947e+22 	 1.903249e+07 	 3.333333e-01
1.32654167e+06 	 2.219778e+03 	 2.810898e+08 	 2.458623e+02 	 1.274264e+09 	 6.668562e+21 	 1.266216e+05 	 1.459199e+39 	 1.001863e+39 	 1.997656e+22 	 1.891965e+07 	 3.333333e-01
1.32804784e+06 	 2.233179e+03 	 2.807524e+08 	 2.437698e+02 	 1.271206e+09 	 6.604760e+21 	 1.257107e+05 	 1.456691e+39 	 1.000659e+39 	 1.978547e+22 	 1.880749e+07 	 3.333333e-01
1.32955699e+06 	 2.246657e+03 	 2.804153e+08 	 2.416951e+02 	 1.268155e+09 	 6.541559e+21 	 1.248065e+05 	 1.454189e+39 	 9.994572e+38 	 1.959618e+22 	 1.869599e+07 	 3.333333e-01
1.33106910e+06 	 2.260212e+03 	 2.800785e+08 	 2.396381e+02 	 1.265111e+09 	 6.478954e+21 	 1.239091e+05 	 1.451693e+39 	 9.982572e+38 	 1.940868e+22 	 1.858516e+07 	 3.333333e-01
1.33258414e+06 	 2.273846e+03 	 2.797422e+08 	 2.375986e+02 	 1.262074e+09 	 6.416941e+21 	 1.230182e+05 	 1.449202e+39 	 9.970591e+38 	 1.922295e+22 	 1.847500e+07 	 3.333333e-01
1.33410223e+06 	 2.287558e+03 	 2.794062e+08 	 2.355764e+02 	 1.259044e+09 	 6.355512e+21 	 1.221339e+05 	 1.446717e+39 	 9.958629e+38 	 1.903896e+22 	 1.836549e+07 	 3.333333e-01
1.33562330e+06 	 2.301349e+03 	 2.790705e+08 	 2.335715e+02 	 1.256021e+09 	 6.294663e+21 	 1.212562e+05 	 1.444237e+39 	 9.946685e+38 	 1.885672e+22 	 1.825664e+07 	 3.333333e-01
1.33714738e+06 	 2.315219e+03 	 2.787352e+08 	 2.315836e+02 	 1.253005e+09 	 6.234388e+21 	 1.203850e+05 	 1.441763e+39 	 9.934759e+38 	 1.867619e+22 	 1.814843e+07 	 3.333333e-01
1.33867450e+06 	 2.329169e+03 	 2.784002e+08 	 2.296126e+02 	 1.249995e+09 	 6.174682e+21 	 1.195202e+05 	 1.439294e+39 	 9.922853e+38 	 1.849736e+22 	 1.804087e+07 	 3.333333e-01
1.34020466e+06 	 2.343198e+03 	 2.780656e+08 	 2.276584e+02 	 1.246992e+09 	 6.115539e+21 	 1.186619e+05 	 1.436831e+39 	 9.910966e+38 	 1.832023e+22 	 1.793396e+07 	 3.333333e-01
1.34173787e+06 	 2.357308e+03 	 2.777314e+08 	 2.257209e+02 	 1.243996e+09 	 6.056954e+21 	 1.178098e+05 	 1.434373e+39 	 9.899097e+38 	 1.814476e+22 	 1.782768e+07 	 3.333333e-01
1.34327412e+06 	 2.371499e+03 	 2.773975e+08 	 2.237998e+02 	 1.241007e+09 	 5.998922e+21 	 1.169641e+05 	 1.431921e+39 	 9.887248e+38 	 1.797095e+22 	 1.772204e+07 	 3.333333e-01
1.34481340e+06 	 2.385772e+03 	 2.770640e+08 	 2.218951e+02 	 1.238024e+09 	 5.941438e+21 	 1.161246e+05 	 1.429474e+39 	 9.875417e+38 	 1.779878e+22 	 1.761703e+07 	 3.333333e-01
1.34635570e+06 	 2.400126e+03 	 2.767308e+08 	 2.200066e+02 	 1.235049e+09 	 5.884497e+21 	 1.152913e+05 	 1.427033e+39 	 9.863605e+38 	 1.762823e+22 	 1.751265e+07 	 3.333333e-01
1.34790097e+06 	 2.414563e+03 	 2.763980e+08 	 2.181341e+02 	 1.232080e+09 	 5.828095e+21 	 1.144641e+05 	 1.424597e+39 	 9.851812e+38 	 1.745930e+22 	 1.740889e+07 	 3.333333e-01
1.34944935e+06 	 2.429082e+03 	 2.760655e+08 	 2.162776e+02 	 1.229117e+09 	 5.772225e+21 	 1.136431e+05 	 1.422167e+39 	 9.840037e+38 	 1.729196e+22 	 1.730574e+07 	 3.333333e-01
1.35100079e+06 	 2.443685e+03 	 2.757334e+08 	 2.144369e+02 	 1.226162e+09 	 5.716884e+21 	 1.128281e+05 	 1.419741e+39 	 9.828281e+38 	 1.712621e+22 	 1.720322e+07 	 3.333333e-01
1.35255529e+06 	 2.458371e+03 	 2.754016e+08 	 2.126119e+02 	 1.223213e+09 	 5.662066e+21 	 1.120192e+05 	 1.417322e+39 	 9.816543e+38 	 1.696202e+22 	 1.710130e+07 	 3.333333e-01
1.35411289e+06 	 2.473141e+03 	 2.750702e+08 	 2.108024e+02 	 1.220271e+09 	 5.607766e+21 	 1.112162e+05 	 1.414907e+39 	 9.804824e+38 	 1.679938e+22 	 1.699999e+07 	 3.333333e-01
1.35567359e+06 	 2.487996e+03 	 2.747392e+08 	 2.090083e+02 	 1.217335e+09 	 5.553979e+21 	 1.104191e+05 	 1.412498e+39 	 9.793123e+38 	 1.663828e+22 	 1.689929e+07 	 3.333333e-01
1.35723739e+06 	 2.502936e+03 	 2.744085e+08 	 2.072295e+02 	 1.214407e+09 	 5.500700e+21 	 1.096279e+05 	 1.410095e+39 	 9.781441e+38 	 1.647870e+22 	 1.679919e+07 	 3.333333e-01
1.35880429e+06 	 2.517961e+03 	 2.740781e+08 	 2.054658e+02 	 1.211484e+09 	 5.447925e+21 	 1.088426e+05 	 1.407697e+39 	 9.769778e+38 	 1.632063e+22 	 1.669969e+07 	 3.333333e-01
1.36037427e+06 	 2.533072e+03 	 2.737481e+08 	 2.037171e+02 	 1.208569e+09 	 5.395649e+21 	 1.080630e+05 	 1.405304e+39 	 9.758134e+38 	 1.616406e+22 	 1.660078e+07 	 3.333333e-01
